time,ang,vel,acc,x,y,yaw,carv,alHori,roll
8.23,-0.12318038,4.521124152,0.901852609,94.492079,-9.414746671,0.091128978,13.75541276,-0.342242701,0.000304645
8.24,-0.139450113,4.528965654,0.636350607,94.62904568,-9.402100647,0.091055565,13.75452386,-0.421868385,-0.000191904
8.25,-0.155719846,4.532162292,0.089356456,94.76600739,-9.389497651,0.090927216,13.75363517,-0.502358486,-0.000693206
8.26,-0.171989579,4.529177904,-0.568061701,94.90296487,-9.376945674,0.090743291,13.7527459,-0.583587171,-0.001198508
8.27,-0.188259311,4.519183241,-1.290058083,95.03991881,-9.364452786,0.09050321,13.7518553,-0.665387878,-0.00170718
8.28,-0.204529044,4.502027182,-1.991265403,95.17686992,-9.352027113,0.090206451,13.75096261,-0.747659987,-0.002218688
8.29,-0.220798777,4.478338637,-2.606409545,95.31381886,-9.339676832,0.089852557,13.75006714,-0.830281263,-0.002732567
8.3,-0.23687891,4.449119872,-3.122628473,95.45076632,-9.327410155,0.08944114,13.74916826,-0.913000381,-0.0032484
8.31,-0.252959044,4.415022341,-3.595890351,95.58771293,-9.315235303,0.088971885,13.74826548,-0.995628641,-0.003765793
8.32,-0.269039177,4.376524137,-4.008547803,95.72465931,-9.303160492,0.088444561,13.74735827,-1.078077411,-0.004284354
8.33,-0.285119311,4.33444343,-4.327154229,95.86160606,-9.291193924,0.087859014,13.74644615,-1.16033552,-0.004803688
8.34,-0.301199444,4.289818505,-4.538744593,95.99855376,-9.279343779,0.087215159,13.74552856,-1.242282459,-0.005323404
8.35,-0.317279577,4.243692649,-4.648571129,96.13550295,-9.267618217,0.086512984,13.74460519,-1.323922537,-0.005843109
8.36,-0.333359711,4.197035774,-4.66559201,96.27245414,-9.256025363,0.085752536,13.74367576,-1.405193405,-0.006362406
8.37,-0.349439844,4.150640663,-4.616177587,96.40940782,-9.244573308,0.084933925,13.74273993,-1.485857952,-0.006880902
8.38,-0.365519977,4.105117324,-4.499138787,96.54636445,-9.233270086,0.084057324,13.7417974,-1.56596012,-0.007398184
8.39,-0.381600111,4.06112097,-4.327438907,96.68332444,-9.222123679,0.083122962,13.74084789,-1.645499398,-0.007913832
8.4,-0.396052922,4.018794536,-4.186971904,96.82028818,-9.211142002,0.082131125,13.73989175,-1.723423332,-0.008427402
8.41,-0.410505733,3.977413554,-4.101994748,96.95725604,-9.200332804,0.08108223,13.73893036,-1.798959824,-0.00893827
8.42,-0.424958545,3.936803587,-4.039723083,97.09422832,-9.189703609,0.079976853,13.73796406,-1.872603501,-0.009445573
8.43,-0.439411356,3.896591461,-4.012205141,97.23120531,-9.179261755,0.078815689,13.73699301,-1.944797607,-0.009948314
8.44,-0.453864167,3.856563825,-3.996476958,97.36818724,-9.169014436,0.077599519,13.73601727,-2.015894828,-0.010445485
8.45,-0.468316978,3.816742446,-3.969699356,97.5051743,-9.158968743,0.076329172,13.73503669,-2.086241606,-0.010936153
8.46,-0.48276979,3.777346801,-3.915264964,97.64216666,-9.149131689,0.075005495,13.73405123,-2.155975479,-0.011419558
8.47,-0.497222601,3.738713851,-3.822952158,97.77916444,-9.139510232,0.073629337,13.73306072,-2.225260687,-0.011895149
8.48,-0.511675412,3.701272273,-3.685248418,97.91616772,-9.13011129,0.07220152,13.73206493,-2.294137856,-0.012362601
8.49,-0.526128224,3.665499971,-3.498415856,98.05317654,-9.120941744,0.070722831,13.73106352,-2.362641965,-0.012821805
8.5,-0.538025092,3.631462858,-3.367564107,98.19019093,-9.112008427,0.069194026,13.73005731,-2.429235291,-0.013272812
8.51,-0.54992196,3.59800184,-3.324175751,98.32721085,-9.103317971,0.06761594,13.72904887,-2.492788053,-0.013715568
8.52,-0.561818828,3.565231899,-3.241882332,98.46423625,-9.094876723,0.065989527,13.72803894,-2.553890181,-0.014149787
8.53,-0.573715696,3.533302715,-3.164129189,98.60126704,-9.08669079,0.064315824,13.72702797,-2.613040746,-0.014575025
8.54,-0.585612565,3.501988657,-3.113579061,98.73830307,-9.078766083,0.062595908,13.72601627,-2.670660911,-0.014990794
8.55,-0.597509433,3.471068836,-3.077221799,98.87534415,-9.071108365,0.060830864,13.72500396,-2.727085936,-0.015396652
8.56,-0.609406301,3.440569428,-3.028564931,99.01239007,-9.063723278,0.059021759,13.72399106,-2.782542855,-0.015792287
8.57,-0.621303169,3.410739067,-2.947297052,99.14944058,-9.056616371,0.05716962,13.72297749,-2.837215865,-0.016177555
8.58,-0.633200038,3.38192045,-2.834433163,99.28649535,-9.049793117,0.055275419,13.72196308,-2.891215766,-0.016552494
8.59,-0.645096906,3.354498106,-2.673463859,99.42355408,-9.043258924,0.053340058,13.72094762,-2.944600623,-0.016917326
8.6,-0.653091751,3.328355508,-2.617890482,99.56061636,-9.037019118,0.051364391,13.71993293,-2.995194729,-0.017272383
8.61,-0.661086597,3.301563885,-2.712400841,99.69768185,-9.031078729,0.049349382,13.71892367,-3.041474918,-0.017617739
8.62,-0.669081443,3.273991783,-2.784468564,99.83475012,-9.025442378,0.047296176,13.71792122,-3.08434954,-0.017953058
8.63,-0.677076288,3.245754614,-2.851020788,99.97182075,-9.02011435,0.045206044,13.71692646,-3.124642197,-0.018277719
8.64,-0.685071134,3.216781708,-2.931897952,100.1088933,-9.015098669,0.043080326,13.71593993,-3.163027753,-0.018590995
8.65,-0.69306598,3.186826057,-3.040589694,100.2459672,-9.010399167,0.040920388,13.7149619,-3.200041726,-0.018892206
8.66,-0.701060825,3.155720889,-3.158147182,100.383042,-9.00601954,0.038727585,13.71399243,-3.236087363,-0.019180855
8.67,-0.709055671,3.123473276,-3.263461476,100.5201171,-9.001963388,0.036503225,13.71303144,-3.271457831,-0.019456692
8.68,-0.717050517,3.090463303,-3.318306209,100.6571919,-8.998234244,0.034248557,13.71207868,-3.306353991,-0.019719755
8.69,-0.725045362,3.057311935,-3.300604715,100.7942659,-8.994835599,0.03196474,13.71113385,-3.340882281,-0.019970372
8.7,-0.729763107,3.024315535,-3.333151778,100.9313383,-8.991770887,0.029652862,13.71019835,-3.373328104,-0.020209078
8.71,-0.734480851,2.989973743,-3.496691765,101.0684086,-8.989043327,0.027314056,13.70927601,-3.402461458,-0.020436306
8.72,-0.739198595,2.954164053,-3.633408241,101.2054761,-8.986655822,0.024949561,13.70836778,-3.429002323,-0.020652234
8.73,-0.74391634,2.917118344,-3.751718043,101.3425402,-8.98461102,0.022560674,13.70747418,-3.453571284,-0.020856869
8.74,-0.748634084,2.878873195,-3.871433239,101.4796001,-8.98291137,0.020148706,13.70659546,-3.476669036,-0.02105016
8.75,-0.753351828,2.8395565,-3.968538786,101.6166552,-8.981559175,0.017714947,13.70573163,-3.498684836,-0.021232099
8.76,-0.758069573,2.799434591,-4.035695949,101.7537048,-8.980556628,0.015260638,13.70488256,-3.519797719,-0.021402802
8.77,-0.762787317,2.758891215,-4.063918275,101.8907481,-8.979905836,0.012786947,13.70404801,-3.540275557,-0.021562541
8.78,-0.767505061,2.71826203,-4.054933736,102.0277844,-8.979608839,0.010294952,13.70322763,-3.560306286,-0.021711759
8.79,-0.772222805,2.678056299,-3.989581259,102.1648128,-8.979667633,0.007785635,13.70242099,-3.579960959,-0.021851071
8.8,-0.763303445,2.636585618,-4.426981156,102.3018327,-8.980084098,0.005259958,13.70163515,-3.592065304,-0.021981063
8.81,-0.754384085,2.584677116,-5.725025058,102.4388433,-8.980859312,0.002719405,13.70088709,-3.591517258,-0.022101149
8.82,-0.745464725,2.518581504,-7.221218897,102.5758443,-8.981993153,0.000166223,13.70018177,-3.581193205,-0.022209112
8.83,-0.736545365,2.440914756,-8.330834645,102.712835,-8.983484524,-0.002396746,13.69952202,-3.563668627,-0.022301597
8.84,-0.727626004,2.353641492,-9.299941354,102.849815,-8.985331605,-0.004966233,13.69890933,-3.541102202,-0.022374727
8.85,-0.718706644,2.247199176,-11.41762463,102.9867839,-8.987532069,-0.007538695,13.69834414,-3.515233471,-0.022424678
